GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
682,exon,0.088020,823,0.290217,0.252371,0.269372,0.188040,0.046874,1.000000,0.029361,0.237739,0.351753,0.170440
683,exon,0.217745,907,0.345588,0.220655,0.218413,0.215344,0.535787,1.000000,0.149521,0.045791,0.215862,0.329183
684,exon,0.188067,1269,0.276071,0.212114,0.273516,0.238298,0.290565,1.000000,0.071057,0.086509,0.366295,0.195250
685,exon,0.567110,473,0.370303,0.226173,0.249729,0.153795,0.539533,1.000000,0.042947,0.163749,0.427869,0.098927
686,exon,0.493220,409,0.337890,0.218885,0.240500,0.202725,1.340501,1.000000,0.080630,0.080967,0.217420,0.130608
687,exon,0.085445,316,0.373785,0.202558,0.193073,0.230584,0.562465,1.000000,0.076541,0.146775,0.196963,0.194368
688,exon,0.095136,1195,0.329959,0.227733,0.248964,0.193344,0.365314,1.000000,0.014532,0.083281,0.315353,0.265409
689,exon,0.060395,720,0.297667,0.272546,0.230949,0.198839,0.485007,1.000000,0.024147,0.148438,0.286271,0.101189
690,exon,0.028710,710,0.319489,0.220706,0.248129,0.211677,0.178857,1.000000,0.130879,0.093100,0.187594,0.284994
691,exon,0.127717,388,0.374443,0.200747,0.218924,0.205886,0.587564,1.000000,0.055260,0.127088,0.303538,0.165884
692,exon,0.078670,1438,0.308180,0.253539,0.234902,0.203379,0.133334,1.000000,0.029369,0.129081,0.325469,0.226614
693,exon,0.010712,764,0.286023,0.257169,0.210780,0.246028,0.195073,1.000000,0.062363,0.094224,0.299122,0.276844
694,exon,0.422081,1425,0.338647,0.196603,0.230321,0.234429,0.808573,1.000000,0.041690,0.129243,0.343169,0.219907
695,exon,0.043313,314,0.299007,0.227083,0.248424,0.225485,0.219057,1.000000,0.108634,0.093769,0.414549,0.106743
696,exon,0.023958,420,0.344529,0.222017,0.225960,0.207494,0.364998,1.000000,0.082534,0.057739,0.294017,0.124271
697,exon,0.263760,461,0.340075,0.222622,0.255468,0.181835,0.230245,1.000000,0.057820,0.043264,0.348630,0.215901
698,exon,0.228985,409,0.294348,0.195955,0.283094,0.226603,0.083495,1.000000,0.042647,0.113941,0.170497,0.111161
699,exon,0.284064,423,0.304396,0.225029,0.291629,0.178946,0.496798,1.000000,0.025435,0.136568,0.292552,0.195890
700,exon,0.164137,1244,0.285472,0.201265,0.283060,0.230203,0.480494,1.000000,0.056828,0.086249,0.269129,0.321923
701,exon,0.058200,395,0.307738,0.276873,0.200042,0.215347,0.541313,1.000000,0.020808,0.068204,0.312048,0.175951
702,exon,0.204671,1048,0.326997,0.262635,0.193840,0.216529,0.240925,1.000000,0.093397,0.142882,0.375397,0.127479
703,exon,0.257055,985,0.328047,0.225052,0.231031,0.215870,0.264854,1.000000,0.054046,0.122899,0.203679,0.301603
704,exon,0.214497,448,0.265366,0.294750,0.261931,0.177954,0.128087,1.000000,0.082609,0.054330,0.358573,0.245521
705,exon,0.172136,1014,0.262236,0.272181,0.266820,0.198763,0.737292,1.000000,0.086811,0.145457,0.249567,0.225110
706,exon,0.058230,589,0.300712,0.208851,0.268458,0.221979,0.272464,1.000000,0.000262,0.218550,0.279524,0.187249
707,exon,0.106084,663,0.342478,0.202249,0.220240,0.235033,0.428347,1.000000,0.001214,0.113844,0.381838,0.155243
708,exon,0.350800,1288,0.269169,0.256456,0.273149,0.201226,0.323719,1.000000,0.054998,0.046018,0.312624,0.272231
709,exon,0.058213,692,0.287833,0.251933,0.230501,0.229733,0.367692,1.000000,0.126749,0.071704,0.316639,0.221302
710,exon,0.213551,624,0.325062,0.207723,0.228983,0.238232,0.501873,1.000000,0.129372,0.110987,0.382638,0.047188
711,exon,0.264589,950,0.245265,0.256001,0.263260,0.235475,0.292823,1.000000,0.011979,0.195859,0.341244,0.133922
712,exon,0.264173,1049,0.309397,0.234006,0.225061,0.231535,0.297378,1.000000,0.035348,0.128840,0.412320,0.119902
713,exon,0.395019,2200,0.299280,0.215290,0.253140,0.232290,0.681264,1.000000,0.056792,0.118223,0.301722,0.187455
714,exon,0.310167,1081,0.357418,0.260808,0.204123,0.177651,0.194256,1.000000,0.064134,0.043005,0.358941,0.295224
715,exon,0.357192,447,0.361410,0.228774,0.245494,0.164321,0.365950,1.000000,0.054521,0.083767,0.337419,0.104187
716,exon,0.098654,874,0.317362,0.285748,0.222611,0.174278,0.071903,1.000000,0.120279,0.029718,0.185116,0.188488
717,exon,0.340238,836,0.271145,0.250315,0.254669,0.223871,0.259825,1.000000,0.139313,0.251041,0.180269,0.092457
718,exon,0.837816,796,0.307150,0.222096,0.263460,0.207295,0.782275,1.000000,0.046561,0.090731,0.281751,0.209910
719,exon,0.014383,1173,0.336718,0.242436,0.200938,0.219908,0.291439,1.000000,0.014762,0.147904,0.160385,0.117859
720,exon,0.076492,473,0.305368,0.238136,0.253739,0.202757,0.436646,1.000000,0.024112,0.257088,0.340313,0.078733
721,exon,0.098437,336,0.343670,0.255623,0.198215,0.202491,0.066962,1.000000,0.024251,0.179814,0.375458,0.151967
722,exon,0.581434,359,0.283985,0.234231,0.262550,0.219234,0.326150,1.000000,0.018759,0.054590,0.328705,0.179439
723,exon,0.486981,574,0.278719,0.261717,0.244764,0.214800,0.699957,1.000000,0.133601,0.362407,0.100818,0.093305
724,exon,0.048040,1105,0.282798,0.242994,0.321496,0.152713,0.252379,1.000000,0.018130,0.093609,0.283642,0.125374
725,exon,0.065848,403,0.366804,0.199795,0.231881,0.201520,0.275471,1.000000,0.055526,0.160933,0.289264,0.152201
726,exon,0.055659,785,0.321230,0.168886,0.282593,0.227290,0.412728,1.000000,0.088903,0.045683,0.323905,0.138172
727,exon,0.043150,492,0.326494,0.224912,0.229430,0.219163,0.530181,1.000000,0.023435,0.106213,0.280843,0.314067
728,exon,0.463163,408,0.295341,0.279322,0.212870,0.212467,0.180404,1.000000,0.037751,0.085407,0.221427,0.185203
729,exon,0.512891,434,0.320761,0.192851,0.255334,0.231053,0.138037,1.000000,0.023815,0.196266,0.393292,0.092096
730,exon,0.129493,336,0.264773,0.226200,0.235356,0.273672,0.389780,1.000000,0.039229,0.100696,0.367261,0.152367
731,exon,0.172247,374,0.316262,0.199570,0.251288,0.232880,0.215604,1.000000,0.021707,0.098897,0.310941,0.166475
732,exon,0.241175,961,0.333204,0.231079,0.221075,0.214642,0.298229,1.000000,0.078144,0.042454,0.392540,0.219108
733,exon,0.078478,455,0.333848,0.296836,0.182252,0.187064,0.598288,1.000000,0.015607,0.092487,0.437424,0.105365
734,exon,0.169765,1306,0.377193,0.156646,0.213542,0.252619,0.497360,1.000000,0.026259,0.269482,0.219638,0.171941
735,exon,0.026415,354,0.380764,0.215932,0.239393,0.163912,0.415133,1.000000,0.134772,0.050906,0.395508,0.156444
736,exon,0.511021,970,0.333618,0.193316,0.258387,0.214679,0.218196,1.000000,0.106707,0.116366,0.177910,0.082086
737,exon,0.367130,722,0.340344,0.197927,0.236625,0.225105,0.092672,1.000000,0.016299,0.116334,0.456039,0.170561
738,exon,0.081683,1089,0.324971,0.210193,0.245609,0.219227,0.532293,1.000000,0.029820,0.099366,0.307946,0.158234
739,exon,0.018027,1235,0.281567,0.206860,0.286357,0.225217,0.158266,1.000000,0.061306,0.139601,0.204787,0.204167
740,exon,0.018713,1138,0.337586,0.233827,0.261341,0.167246,0.413042,1.000000,0.057709,0.178186,0.145109,0.118131
741,exon,0.094423,470,0.305644,0.270833,0.221322,0.202200,0.203958,1.000000,0.080008,0.102895,0.220960,0.259510
742,exon,0.733257,1062,0.349122,0.233299,0.212706,0.204873,0.152261,1.000000,0.043183,0.055320,0.271633,0.187013
743,exon,0.132022,522,0.254254,0.248690,0.260627,0.236429,0.067031,1.000000,0.024264,0.168539,0.259949,0.135690
744,exon,0.124913,415,0.392684,0.236187,0.189166,0.181963,0.259948,1.000000,0.020697,0.212254,0.234823,0.094943
745,exon,0.717486,1035,0.306028,0.282769,0.244747,0.166456,0.327855,1.000000,0.121284,0.049948,0.368068,0.146217
746,exon,0.002691,1007,0.356172,0.240472,0.235937,0.167419,0.255997,1.000000,0.041235,0.054409,0.295964,0.294046
747,exon,0.444597,608,0.346488,0.212418,0.236730,0.204363,0.322752,1.000000,0.025056,0.108380,0.356897,0.108005
748,exon,0.142763,722,0.308429,0.228320,0.224357,0.238894,0.079117,1.000000,0.090853,0.066127,0.342474,0.159283
749,exon,0.015926,471,0.298599,0.255885,0.263974,0.181542,0.418678,1.000000,0.100358,0.052224,0.198185,0.145869
750,exon,0.005459,880,0.296192,0.220414,0.253219,0.230174,0.237186,1.000000,0.034982,0.063128,0.320386,0.314432
751,exon,0.314272,1172,0.293026,0.265956,0.236767,0.204252,0.303974,1.000000,0.012017,0.068906,0.295846,0.184355
752,exon,0.576598,1010,0.335970,0.199981,0.262898,0.201151,0.551776,1.000000,0.105985,0.062214,0.283540,0.154103
753,exon,0.373361,1399,0.311653,0.227059,0.252179,0.209109,0.851370,1.000000,0.010747,0.183256,0.267407,0.064844
754,exon,0.051758,560,0.363653,0.239677,0.198257,0.198414,0.706429,1.000000,0.025118,0.168201,0.347767,0.180901
755,exon,0.019489,440,0.271961,0.208508,0.266653,0.252878,0.511447,1.000000,0.030323,0.086848,0.334507,0.299090
756,exon,0.105950,508,0.316819,0.241386,0.242152,0.199643,0.266847,1.000000,0.068767,0.092960,0.332503,0.194429
757,exon,0.253993,360,0.310327,0.253444,0.238409,0.197820,0.269564,1.000000,0.049895,0.089243,0.278250,0.214831
758,exon,0.050086,909,0.276328,0.229307,0.256544,0.237821,0.248281,1.000000,0.094668,0.111565,0.307474,0.211540
759,exon,0.597013,539,0.340024,0.245038,0.250822,0.164115,0.477639,1.000000,0.009791,0.128586,0.285493,0.165964
760,exon,0.186975,580,0.214889,0.285604,0.256865,0.242642,0.860464,1.000000,0.064640,0.135341,0.207840,0.174339
761,exon,0.086153,641,0.363578,0.211568,0.220069,0.204786,0.060060,1.000000,0.053187,0.054167,0.244165,0.330374
762,exon,0.624913,1532,0.352774,0.260931,0.186157,0.200138,0.041702,1.000000,0.066855,0.222883,0.193874,0.154550
763,exon,0.062516,448,0.283427,0.283359,0.241853,0.191361,0.210045,1.000000,0.038517,0.116252,0.382313,0.255306
764,exon,0.155238,551,0.289959,0.223822,0.246540,0.239679,0.559881,1.000000,0.059492,0.070043,0.302410,0.214034
765,exon,0.205383,919,0.281635,0.219896,0.324888,0.173580,0.318147,1.000000,0.017057,0.092452,0.293741,0.278334
766,exon,0.196336,1298,0.262992,0.246651,0.273626,0.216731,0.330780,1.000000,0.044749,0.138700,0.320078,0.182941
767,exon,0.533842,516,0.283059,0.227404,0.281937,0.207600,0.509344,1.000000,0.037146,0.092274,0.255414,0.275738
768,exon,0.409468,434,0.365695,0.215719,0.196276,0.222310,0.302561,1.000000,0.055370,0.183270,0.361030,0.162758
769,exon,0.240699,601,0.341112,0.212084,0.227872,0.218932,0.015022,1.000000,0.043410,0.078958,0.402816,0.136203
770,exon,0.297000,1355,0.278179,0.266938,0.247211,0.207672,0.190314,1.000000,0.050775,0.192068,0.250273,0.213246
771,exon,0.221603,985,0.295251,0.230533,0.240021,0.234194,0.240739,1.000000,0.020632,0.142485,0.276205,0.208553
772,exon,0.113145,818,0.297996,0.250345,0.259731,0.191929,0.247291,1.000000,0.050611,0.041585,0.380794,0.214725
773,exon,0.141288,803,0.337656,0.228197,0.234376,0.199772,0.199205,1.000000,0.058574,0.141039,0.269866,0.159385
774,exon,0.081317,333,0.313888,0.190518,0.283987,0.211606,0.033944,1.000000,0.052554,0.045915,0.185603,0.259232
775,exon,0.647005,479,0.290816,0.220937,0.277019,0.211227,0.662666,1.000000,0.016537,0.062517,0.456403,0.131699
776,exon,0.157356,1182,0.312086,0.234351,0.192761,0.260802,0.607963,1.000000,0.185323,0.116930,0.241309,0.060619
777,exon,0.032837,1027,0.312811,0.219933,0.263930,0.203326,0.130738,1.000000,0.089727,0.143354,0.213092,0.217443
778,exon,0.039022,358,0.334645,0.216385,0.233422,0.215547,0.170668,1.000000,0.064650,0.264580,0.279478,0.067346
779,exon,0.022634,288,0.296474,0.287032,0.184021,0.232473,0.285780,1.000000,0.035691,0.128859,0.302129,0.281603
780,exon,0.120688,659,0.290064,0.252844,0.268085,0.189007,0.351623,1.000000,0.023127,0.201343,0.268625,0.202013
781,exon,1.236032,875,0.285000,0.247091,0.257732,0.210177,0.448485,1.000000,0.036305,0.140406,0.256963,0.200514
782,exon,0.312024,304,0.311104,0.196484,0.307173,0.185239,0.203431,1.000000,0.033835,0.062818,0.264891,0.182267
783,exon,0.020409,305,0.283898,0.244086,0.224316,0.247701,0.310358,1.000000,0.006941,0.046052,0.338690,0.237106
784,exon,0.099405,705,0.314053,0.248887,0.221890,0.215170,0.623143,1.000000,0.029277,0.041740,0.331155,0.088130
785,exon,0.037658,365,0.269697,0.260009,0.241428,0.228865,0.200196,1.000000,0.058558,0.087518,0.183621,0.214497
786,exon,0.085708,603,0.331992,0.224411,0.251451,0.192147,0.244865,1.000000,0.060899,0.079840,0.216662,0.282821
787,exon,0.441290,424,0.318594,0.235938,0.237390,0.208078,0.328876,1.000000,0.110565,0.071190,0.271510,0.250650
788,exon,0.129122,373,0.363186,0.213389,0.194090,0.229335,0.208413,1.000000,0.092861,0.062007,0.308331,0.267284
789,exon,0.450064,1049,0.338468,0.241495,0.211454,0.208584,0.346672,1.000000,0.039353,0.088752,0.302719,0.214691
790,exon,0.819338,709,0.336464,0.210265,0.247578,0.205694,0.251658,1.000000,0.104161,0.057341,0.327214,0.169863
791,exon,0.136147,354,0.330019,0.240035,0.232477,0.197468,0.047418,1.000000,0.120477,0.172876,0.154425,0.116310
792,exon,0.020213,533,0.293668,0.176262,0.264338,0.265732,0.087226,1.000000,0.072505,0.089925,0.334392,0.160192
793,exon,0.821458,960,0.287282,0.224016,0.237161,0.251541,0.424336,1.000000,0.066983,0.204190,0.268134,0.255125
794,exon,0.849283,379,0.297683,0.204818,0.288936,0.208564,0.148241,1.000000,0.010811,0.098798,0.344078,0.118363
795,exon,0.041865,1284,0.333303,0.239900,0.245603,0.181194,0.308573,1.000000,0.245898,0.108408,0.191060,0.202423
796,exon,0.359752,1522,0.290694,0.305368,0.200881,0.203058,0.228889,1.000000,0.125866,0.098909,0.303250,0.106608
797,exon,0.080193,350,0.311994,0.242378,0.208684,0.236943,0.461979,1.000000,0.016681,0.061458,0.273683,0.188381
798,exon,0.308844,506,0.320557,0.212648,0.211888,0.254906,0.245696,1.000000,0.044402,0.048507,0.230683,0.262862
799,exon,0.087541,686,0.356540,0.277394,0.194353,0.171713,0.071339,1.000000,0.072128,0.151035,0.274632,0.092709
800,exon,0.499277,308,0.304594,0.239911,0.222374,0.233121,0.102931,1.000000,0.015995,0.100822,0.396540,0.172612
801,exon,0.445547,1299,0.365635,0.198292,0.210734,0.225339,0.230352,1.000000,0.014715,0.061106,0.454029,0.245842
802,exon,0.214623,1239,0.374261,0.198051,0.211463,0.216225,0.160945,1.000000,0.006764,0.133508,0.360830,0.243301
803,exon,0.322921,367,0.325954,0.198491,0.254934,0.220622,0.704835,1.000000,0.021175,0.080565,0.197655,0.246814
804,exon,0.202305,363,0.345336,0.262531,0.207961,0.184172,0.383840,1.000000,0.042566,0.077248,0.286034,0.238442
805,exon,0.217256,323,0.331870,0.232643,0.259273,0.176214,0.709508,1.000000,0.111265,0.178342,0.273610,0.201767
806,exon,0.024930,1160,0.317021,0.200108,0.228648,0.254222,1.078451,1.000000,0.074886,0.112685,0.170361,0.270194
807,exon,0.165105,993,0.295077,0.233432,0.205986,0.265505,0.199699,1.000000,0.115656,0.128100,0.320612,0.096401
808,exon,0.364340,750,0.284593,0.241482,0.293747,0.180178,0.960808,1.000000,0.067071,0.123543,0.280008,0.159757
809,exon,0.135389,1234,0.292256,0.236595,0.244962,0.226188,0.430571,1.000000,0.079804,0.080333,0.360424,0.302329
810,exon,0.039344,1048,0.363033,0.192730,0.263843,0.180394,0.362708,1.000000,0.048378,0.104124,0.200447,0.121266
811,exon,0.023017,1063,0.376209,0.224678,0.174230,0.224883,0.243882,1.000000,0.040476,0.066733,0.332434,0.124945
812,exon,0.393476,959,0.341287,0.219900,0.246208,0.192605,0.193101,1.000000,0.027749,0.123888,0.307391,0.124939
813,exon,0.273559,518,0.250639,0.258334,0.281347,0.209681,0.307975,1.000000,0.165471,0.018043,0.261331,0.295668
814,exon,0.186207,1054,0.277394,0.261868,0.263139,0.197599,0.184402,1.000000,0.045944,0.036158,0.236702,0.203508
815,exon,0.315388,407,0.316516,0.260168,0.255320,0.167996,0.185460,1.000000,0.024105,0.127298,0.201844,0.147401
816,exon,0.486812,492,0.308703,0.232416,0.220662,0.238220,0.137296,1.000000,0.079393,0.060064,0.253880,0.348543
817,exon,0.959172,330,0.281973,0.243402,0.234168,0.240456,0.879173,1.000000,0.106110,0.073678,0.414168,0.106314
818,exon,0.079088,690,0.359842,0.183714,0.252676,0.203768,0.131441,1.000000,0.060690,0.076853,0.167830,0.225070
819,exon,0.276750,269,0.305332,0.253030,0.248861,0.192777,0.176927,1.000000,0.032998,0.231310,0.322793,0.132873
820,exon,0.066119,472,0.357170,0.203552,0.252525,0.186753,0.613331,1.000000,0.088040,0.104065,0.221596,0.230090
821,exon,0.115568,930,0.255653,0.314870,0.220324,0.209154,0.141877,1.000000,0.047041,0.061609,0.257499,0.287032
822,exon,0.172151,1078,0.331815,0.235192,0.260268,0.172725,0.530887,1.000000,0.007443,0.179464,0.305279,0.187584
823,exon,0.847470,292,0.284938,0.290071,0.218218,0.206773,0.340722,1.000000,0.104079,0.136430,0.227526,0.166678
824,exon,0.246710,581,0.310147,0.209960,0.239531,0.240362,0.179951,1.000000,0.077072,0.050898,0.322433,0.221313
825,exon,0.540195,543,0.369196,0.242037,0.222732,0.166035,0.222046,1.000000,0.004682,0.183972,0.272453,0.092820
826,exon,0.283215,1565,0.321749,0.216804,0.274045,0.187402,0.595538,1.000000,0.037772,0.076841,0.344640,0.153672
827,exon,0.280846,449,0.325805,0.212097,0.278035,0.184064,0.347860,1.000000,0.030419,0.049971,0.291210,0.170307
828,exon,0.144745,1191,0.301525,0.283248,0.220199,0.195027,0.119322,1.000000,0.040630,0.101874,0.384519,0.157888
829,exon,0.071983,630,0.324593,0.219272,0.244914,0.211221,0.260547,1.000000,0.018167,0.076605,0.408618,0.253656
830,exon,0.161578,1521,0.248035,0.249278,0.304458,0.198230,0.309470,1.000000,0.092975,0.111552,0.175333,0.219630
831,exon,0.019384,741,0.283534,0.271322,0.229925,0.215218,0.145601,1.000000,0.016385,0.063440,0.239925,0.347286
832,exon,0.137447,272,0.331504,0.217253,0.239544,0.211699,0.223473,1.000000,0.104616,0.119328,0.229193,0.173306
833,exon,0.182891,478,0.369357,0.247387,0.189090,0.194166,0.282625,1.000000,0.018430,0.097610,0.324056,0.148974
834,exon,0.124298,719,0.321261,0.226543,0.239686,0.212510,0.377894,1.000000,0.082550,0.153072,0.363726,0.158942
835,exon,0.257238,470,0.266849,0.275040,0.208001,0.250110,0.106230,1.000000,0.039122,0.114776,0.303018,0.199108
836,exon,0.121891,351,0.308929,0.245624,0.264416,0.181031,0.100438,1.000000,0.190545,0.232810,0.238389,0.178854
837,exon,0.113675,1144,0.291649,0.196179,0.275335,0.236838,0.218748,1.000000,0.057455,0.066280,0.328594,0.190698
838,exon,0.241852,656,0.377930,0.197594,0.213649,0.210826,0.459607,1.000000,0.056545,0.073585,0.257013,0.219688
839,exon,0.238086,789,0.273820,0.230380,0.230297,0.265503,0.051073,1.000000,0.150652,0.073730,0.446426,0.068084
840,exon,0.035692,466,0.293083,0.251976,0.240640,0.214301,0.154879,1.000000,0.036963,0.057719,0.478754,0.209878
841,exon,0.028182,675,0.295457,0.242229,0.268409,0.193906,0.523555,1.000000,0.055483,0.110750,0.408524,0.244556
842,exon,0.007609,827,0.360529,0.199419,0.247513,0.192540,0.452794,1.000000,0.001503,0.114758,0.269787,0.263169
843,exon,0.172542,422,0.356970,0.238670,0.194072,0.210288,0.154152,1.000000,0.020708,0.157628,0.350667,0.117598
844,exon,0.206542,505,0.338292,0.208287,0.217136,0.236285,0.731282,1.000000,0.049864,0.146023,0.332845,0.143056
845,exon,0.005493,719,0.339353,0.186674,0.239837,0.234137,0.461974,1.000000,0.030771,0.057483,0.478607,0.119828
846,exon,0.001886,559,0.294392,0.279855,0.218072,0.207680,0.307046,1.000000,0.063630,0.041036,0.270433,0.293013
847,exon,0.562389,779,0.299957,0.251879,0.227014,0.221150,0.184110,1.000000,0.028464,0.052612,0.229921,0.246053
848,exon,0.639016,678,0.338068,0.197516,0.232909,0.231507,0.378864,1.000000,0.103533,0.093645,0.297573,0.243117
849,exon,0.313737,1150,0.348111,0.246142,0.237877,0.167871,0.440883,1.000000,0.048678,0.157856,0.214895,0.270733
850,exon,0.131674,376,0.314281,0.201820,0.265664,0.218235,0.643772,1.000000,0.113521,0.056806,0.236905,0.138681
851,exon,0.081112,261,0.304826,0.217209,0.270124,0.207841,0.307780,1.000000,0.043656,0.181570,0.265017,0.093937
852,exon,0.036703,911,0.353037,0.217670,0.176048,0.253245,0.227022,1.000000,0.097425,0.049799,0.478862,0.088282
853,exon,0.301744,1114,0.343132,0.255401,0.220799,0.180668,0.132770,1.000000,0.068223,0.135573,0.234256,0.179798
854,exon,0.041008,1257,0.299429,0.232296,0.303621,0.164654,0.188956,1.000000,0.054958,0.074789,0.349809,0.153730
855,exon,0.006076,589,0.310275,0.214718,0.238397,0.236610,0.269988,1.000000,0.031290,0.142803,0.332600,0.175333
856,exon,0.099953,306,0.312365,0.269562,0.201699,0.216374,0.500619,1.000000,0.075754,0.094723,0.442586,0.179486
857,exon,0.188146,580,0.302800,0.230872,0.235405,0.230923,0.057802,1.000000,0.140076,0.096115,0.292631,0.111488
858,exon,0.396821,564,0.295470,0.289774,0.242144,0.172612,0.293396,1.000000,0.102605,0.105903,0.145026,0.181940
859,exon,0.109053,777,0.304423,0.230483,0.237427,0.227667,0.233322,1.000000,0.109994,0.065172,0.221367,0.241096
